CaseID,B3,ND2,B7_b,GH1,ppeducat,race_5cat,weight,weight_pop
11395,Somewhat worse off,About the same,Only fair,Pay rent,Some college or Associate's degree,White,1.3396,29292.3217
11396,About the same,Much higher,Good,Pay rent,High school graduate (high school diploma or the equivalent GED),Hispanic,1.4834,32436.0186
11397,Somewhat worse off,About the same,Poor,Pay rent,Bachelor's degree or higher,White,0.9773,21369.1931
11398,Much better off,About the same,Good,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),Hispanic,2.5155,55003.956
11399,About the same,Somewhat higher,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.4657,10184.0797
11400,Somewhat better off,Somewhat higher,Poor,Pay rent,High school graduate (high school diploma or the equivalent GED),Hispanic,2.0279,44342.2407
11401,About the same,Somewhat higher,Good,Pay rent,Bachelor's degree or higher,White,0.6016,13154.4291
11402,About the same,About the same,Good,Pay rent,Some college or Associate's degree,Black,0.8321,18194.4873
11403,About the same,About the same,Poor,Pay rent,Some college or Associate's degree,White,1.294,28295.9011
11404,Somewhat worse off,Somewhat higher,Poor,Pay rent,Bachelor's degree or higher,White,0.9091,19879.4568
11405,Somewhat worse off,Somewhat higher,Only fair,Pay rent,Some college or Associate's degree,White,0.9353,20450.9761
11406,Much better off,Somewhat higher,Only fair,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),White,1.3103,28651.2769
11407,About the same,About the same,Only fair,Neither own nor pay rent,No high school diploma or GED,Hispanic,1.3918,30433.6069
11408,About the same,Somewhat higher,Only fair,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,0.8017,17530.7834
11409,About the same,Somewhat higher,Poor,Own your home free and clear (without a mortgage or loan),Some college or Associate's degree,White,0.9187,20089.3827
11410,Somewhat better off,About the same,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.7456,16302.7652
11411,Somewhat worse off,Much higher,Only fair,Own your home with a mortgage or loan,Some college or Associate's degree,Black,0.768,16792.4194
11412,Somewhat worse off,About the same,Only fair,Own your home free and clear (without a mortgage or loan),Some college or Associate's degree,White,1.4936,32659.6408
11413,Somewhat worse off,Much higher,Poor,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,Asian,0.9323,20385.7703
11414,Somewhat worse off,About the same,Only fair,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),Hispanic,2.3955,52380.5202
11415,About the same,About the same,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,Hispanic,0.8917,19497.3383
11416,About the same,About the same,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.8102,17715.7416
11417,About the same,Somewhat higher,Good,Own your home free and clear (without a mortgage or loan),No high school diploma or GED,Hispanic,2.8664,62676.564
11418,About the same,About the same,Poor,Pay rent,No high school diploma or GED,Black,1.2702,27775.2374
11419,Somewhat worse off,Somewhat higher,Only fair,Pay rent,High school graduate (high school diploma or the equivalent GED),White,0.6797,14861.7569
11420,Somewhat worse off,Somewhat higher,Only fair,Own your home with a mortgage or loan,Some college or Associate's degree,Black,0.7929,17337.6567
11421,Much better off,About the same,Good,Pay rent,High school graduate (high school diploma or the equivalent GED),Hispanic,1.2591,27531.7203
11422,Much worse off,About the same,Poor,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.3919,8569.6217
11423,Much better off,About the same,Poor,Pay rent,Bachelor's degree or higher,Black,0.8524,18637.8167
11424,About the same,Somewhat lower,Only fair,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,Asian,1.3331,29150.803
11425,About the same,Somewhat higher,Good,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,0.7282,15923.6687
11426,Somewhat better off,Somewhat higher,Only fair,Own your home with a mortgage or loan,Some college or Associate's degree,Hispanic,1.0363,22659.0623
11427,Somewhat worse off,About the same,Poor,Own your home with a mortgage or loan,Bachelor's degree or higher,Other,1.0471,22896.381
11428,About the same,Somewhat lower,Poor,Pay rent,High school graduate (high school diploma or the equivalent GED),Black,2.8103,61451.9505
11429,Somewhat better off,Much higher,Only fair,Pay rent,Some college or Associate's degree,White,0.9284,20301.3285
11430,Somewhat worse off,Somewhat higher,Poor,Neither own nor pay rent,High school graduate (high school diploma or the equivalent GED),White,0.9811,21452.4597
11431,About the same,About the same,Only fair,Pay rent,No high school diploma or GED,Black,1.6172,35362.3777
11432,Much better off,About the same,Only fair,Pay rent,Bachelor's degree or higher,White,0.7468,16329.0748
11433,Somewhat better off,About the same,Poor,Pay rent,Some college or Associate's degree,White,0.7305,15973.3754
11434,Much worse off,About the same,Poor,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.6467,14140.9356
11435,Much better off,About the same,Only fair,Pay rent,Some college or Associate's degree,White,0.9934,21722.5301
11436,Somewhat worse off,About the same,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,Hispanic,0.597,13054.357
11437,About the same,About the same,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.9536,20850.7995
11438,About the same,About the same,Good,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.7382,16142.5632
11439,About the same,About the same,Good,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),White,0.9374,20496.546
11440,Much worse off,Somewhat higher,Poor,Own your home with a mortgage or loan,Bachelor's degree or higher,White,1.1703,25590.4914
11441,Somewhat worse off,About the same,Only fair,Pay rent,No high school diploma or GED,Black,1.5947,34869.4606
11442,Much better off,About the same,Only fair,Pay rent,High school graduate (high school diploma or the equivalent GED),Hispanic,1.5876,34713.9474
11443,Somewhat worse off,About the same,Only fair,Own your home with a mortgage or loan,Some college or Associate's degree,White,0.8634,18880.3487
11444,About the same,About the same,Good,Neither own nor pay rent,No high school diploma or GED,Other,1.0062,22001.2321
11445,Somewhat worse off,Somewhat higher,Only fair,Pay rent,High school graduate (high school diploma or the equivalent GED),White,0.9744,21306.2659
11446,Much worse off,Much higher,Only fair,Own your home free and clear (without a mortgage or loan),No high school diploma or GED,Hispanic,2.3596,51596.662
11447,Somewhat better off,Somewhat higher,Only fair,Neither own nor pay rent,Bachelor's degree or higher,Black,0.7956,17395.9451
11448,Somewhat worse off,Somewhat higher,Poor,Own your home with a mortgage or loan,Some college or Associate's degree,Black,1.2838,28071.4704
11449,Much better off,About the same,Only fair,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),Black,1.5042,32891.2537
11450,Somewhat worse off,Somewhat higher,Poor,Neither own nor pay rent,No high school diploma or GED,White,0.9934,21721.465
11451,About the same,Somewhat higher,Poor,Pay rent,Bachelor's degree or higher,White,0.8229,17992.8562
11452,About the same,About the same,Only fair,Own your home free and clear (without a mortgage or loan),Some college or Associate's degree,White,0.9429,20617.8134
11453,About the same,Somewhat higher,Good,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.8232,17999.8973
11454,About the same,About the same,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.9226,20174.8978
11455,About the same,About the same,Good,Own your home with a mortgage or loan,Bachelor's degree or higher,Hispanic,0.7198,15739.1461
11457,Somewhat worse off,About the same,Poor,Pay rent,High school graduate (high school diploma or the equivalent GED),Other,1.1711,25607.1767
11458,Somewhat worse off,Somewhat higher,Poor,Own your home with a mortgage or loan,No high school diploma or GED,White,1.416,30962.584
11459,About the same,Somewhat higher,Poor,Own your home with a mortgage or loan,Some college or Associate's degree,White,1.0033,21938.1087
11460,About the same,Somewhat lower,Poor,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),White,1.3775,30119.9597
11461,Somewhat worse off,Much higher,Good,Own your home with a mortgage or loan,Bachelor's degree or higher,White,1.3259,28993.6131
11462,Somewhat better off,Somewhat higher,Only fair,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,Asian,0.8322,18197.3041
11463,Somewhat worse off,Somewhat higher,Poor,Pay rent,Bachelor's degree or higher,White,0.5047,11036.1572
11464,Somewhat worse off,About the same,Good,Own your home with a mortgage or loan,Some college or Associate's degree,White,1.0815,23647.8226
11465,Somewhat worse off,About the same,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,Black,0.8382,18328.9802
11466,Somewhat better off,About the same,Only fair,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),Other,0.9713,21239.5127
11467,Somewhat better off,Somewhat higher,Poor,Neither own nor pay rent,High school graduate (high school diploma or the equivalent GED),Black,1.5322,33502.7881
11468,Somewhat worse off,About the same,Poor,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.4776,10442.4911
11469,Somewhat better off,Somewhat higher,Good,Own your home with a mortgage or loan,Bachelor's degree or higher,White,1.2564,27473.8328
11470,Much worse off,About the same,Poor,Pay rent,High school graduate (high school diploma or the equivalent GED),Other,0.7333,16034.8291
11471,Somewhat better off,About the same,Poor,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),White,1.3277,29031.9657
11472,Somewhat worse off,About the same,Poor,Pay rent,No high school diploma or GED,White,0.8705,19035.0953
11473,About the same,Somewhat higher,Poor,Own your home free and clear (without a mortgage or loan),Some college or Associate's degree,White,0.9621,21037.9463
11474,Somewhat worse off,About the same,Poor,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),White,0.8701,19025.2326
11475,Somewhat worse off,Much higher,Poor,Neither own nor pay rent,Some college or Associate's degree,White,1.224,26763.8187
11476,About the same,About the same,Good,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),White,1.2039,26324.5249
11477,About the same,Much lower,Good,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,0.6292,13758.0583
11478,Somewhat better off,Much higher,Only fair,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),White,1.7349,37935.1717
